row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
134036,2017,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,846,Ambulance,"33,078","9,832","9,335","$1,103,755.53",$112.26,$50.60,"$1,103,659.43",$112.25,$50.60,$96.10,$0.01,$0.00
134804,2017,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,264,DME (Durable Medical Equipment),895,523,"2,922","$156,753.30",$299.72,$101.29,"$156,722.40",$299.66,$101.29,$30.90,$0.06,$0.00
135692,2017,011,Big Stone,MEDICARE,4,65 - 74 years,F,40,Hospital Inpatient,960,75,464,"$767,730.89","$10,236.41","$12,281.48","$720,770.89","$9,610.28","$10,965.48","$46,960.00",$626.13,"$1,316.00"
136436,2017,015,Brown,MEDICARE,3,45 - 64 years,F,131,Emergency department,"1,084",247,"1,519","$55,479.68",$224.61,$141.51,"$48,583.08",$196.69,$120.22,"$6,896.60",$27.92,$20.07
137252,2017,019,Carver,MEDICARE,3,45 - 64 years,F,108,Hospital Inpatient Professional Services,"2,093",690,"1,284","$238,125.65",$345.11,$146.89,"$211,822.15",$306.99,$133.54,"$26,303.50",$38.12,$2.14
138236,2017,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,847,Emergency department,"3,206","1,618","9,385","$400,907.41",$247.78,$201.97,"$399,378.86",$246.83,$201.78,"$1,528.55",$0.94,$0.00
139148,2017,029,Clearwater,MEDICARE,3,45 - 64 years,F,26,DME (Durable Medical Equipment),267,146,304,"$13,445.20",$92.09,$21.77,"$10,746.87",$73.61,$16.37,"$2,698.33",$18.48,$3.61
140012,2017,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"2,579",Hospital Outpatient,"27,161","9,133","28,343","$1,686,701.20",$184.68,$57.03,"$1,686,236.90",$184.63,$57.03,$464.30,$0.05,$0.00
140732,2017,039,Dodge,COMMERCIAL,1,18 years and under,M,239,Emergency department,970,387,"2,728","$480,722.21","$1,242.18",$991.45,"$365,469.01",$944.36,$659.12,"$115,253.20",$297.81,$161.13
141548,2017,043,Faribault,COMMERCIAL,3,45 - 64 years,M,11,Ambulance,34,15,130,"$99,123.30","$6,608.22","$3,265.53","$95,771.08","$6,384.74","$3,041.14","$3,352.22",$223.48,$0.00
142580,2017,047,Freeborn,MEDICARE,4,65 - 74 years,M,29,Inpatient Non-acute Professional Services,445,362,334,"$11,795.30",$32.58,$0.00,"$9,508.92",$26.27,$0.00,"$2,286.38",$6.32,$0.00
143444,2017,053,Hennepin,COMMERCIAL,3,45 - 64 years,M,"1,871",DME (Durable Medical Equipment),"12,786","6,139","21,598","$2,089,304.65",$340.33,$93.38,"$1,664,142.85",$271.08,$72.95,"$425,161.80",$69.26,$0.00
144284,2017,057,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,42,DME (Durable Medical Equipment),287,119,443,"$60,733.85",$510.37,$53.44,"$60,733.85",$510.37,$53.44,$0.00,$0.00,$0.00
145052,2017,061,Itasca,COMMERCIAL,5,75 years and older,M,25,Hospital Inpatient,564,38,274,"$81,370.29","$2,141.32","$1,315.85","$77,285.83","$2,033.84","$1,315.85","$4,084.46",$107.49,$0.00
145916,2017,065,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,13,Other,785,452,143,"$168,408.86",$372.59,$171.20,"$168,362.36",$372.48,$171.20,$46.50,$0.10,$0.00
146900,2017,071,Koochiching,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,45,Hospital Inpatient Professional Services,622,254,496,"$85,945.38",$338.37,$62.96,"$85,926.78",$338.29,$62.96,$18.60,$0.07,$0.00
148172,2017,079,Le Sueur,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,29,Inpatient Non-acute,240,140,269,"$266,698.39","$1,904.99","$1,243.26","$266,698.39","$1,904.99","$1,243.26",$0.00,$0.00,$0.00
149252,2017,085,McLeod,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,237,Emergency department,"1,765",523,"2,683","$169,855.48",$324.77,$246.99,"$168,824.01",$322.80,$245.36,"$1,031.47",$1.97,$0.00
150404,2017,091,Martin,MEDICARE,4,65 - 74 years,M,25,Inpatient Non-acute,737,109,277,"$289,522.38","$2,656.17",$151.17,"$262,177.49","$2,405.30",$150.49,"$27,344.89",$250.87,$0.00
162951,2017,159,Wadena,MEDICARE,4,65 - 74 years,M,30,Inpatient Non-acute,428,112,340,"$351,467.37","$3,138.10",$149.93,"$337,472.64","$3,013.15",$149.93,"$13,994.73",$124.95,$0.00
163719,2017,163,Washington,MEDICARE,4,65 - 74 years,F,"6,979",Hospital Outpatient,"169,328","29,857","83,162","$15,628,723.46",$523.45,$137.55,"$13,596,383.56",$455.38,$132.65,"$2,032,339.90",$68.07,$0.00
164751,2017,169,Winona,MEDICARE,3,45 - 64 years,M,419,Clinic/Office,"7,793","2,975","4,824","$341,341.36",$114.74,$69.82,"$268,976.62",$90.41,$45.00,"$72,364.74",$24.32,$12.39
165543,2017,173,Yellow Medicine,MEDICARE,3,45 - 64 years,M,11,Inpatient Non-acute Professional Services,224,123,132,"$11,891.21",$96.68,$67.40,"$9,885.85",$80.37,$53.70,"$2,005.36",$16.30,$5.80
133733,2017,001,Aitkin,MEDICARE,3,45 - 64 years,M,63,Hospital Inpatient,"1,668",116,725,"$1,573,131.70","$13,561.48","$11,486.63","$1,483,751.70","$12,790.96","$10,504.62","$89,380.00",$770.52,"$1,316.00"
134453,2017,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,18,Inpatient Non-acute Professional Services,527,473,212,"$127,274.11",$269.08,$214.84,"$127,252.41",$269.03,$214.84,$21.70,$0.05,$0.00
135245,2017,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,16,Inpatient Non-acute,282,103,188,"$61,920.87",$601.17,$32.49,"$61,920.87",$601.17,$32.49,$0.00,$0.00,$0.00
133820,2017,003,Anoka,COMMERCIAL,1,18 years and under,M,"1,324",Emergency department,"4,960","1,802","15,116","$1,552,976.32",$861.81,$713.73,"$1,001,880.89",$555.98,$431.85,"$551,095.43",$305.82,$113.00
134564,2017,005,Becker,MEDICARE,3,45 - 64 years,F,604,Hospital Outpatient,"31,280","6,002","6,901","$2,409,251.41",$401.41,$169.59,"$1,974,840.94",$329.03,$134.70,"$434,410.47",$72.38,$29.92
135380,2017,009,Benton,MEDICARE,4,65 - 74 years,F,158,Ambulatory Surgery,"1,000",230,"1,887","$416,988.67","$1,812.99","$1,568.24","$395,132.53","$1,717.97","$1,494.46","$21,856.14",$95.03,$30.00
136172,2017,015,Brown,COMMERCIAL,2,19 - 44 years,F,29,DME (Durable Medical Equipment),69,37,327,"$19,958.17",$539.41,$267.48,"$19,193.56",$518.74,$267.48,$764.61,$20.67,$0.00
136964,2017,019,Carver,COMMERCIAL,2,19 - 44 years,F,"1,713",Other,"5,688","2,917","19,553","$604,425.11",$207.21,$149.87,"$381,390.99",$130.75,$45.00,"$223,034.12",$76.46,$25.00
137876,2017,023,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,31,Ambulance,573,231,316,"$39,032.82",$168.97,$48.14,"$39,026.62",$168.95,$48.14,$6.20,$0.03,$0.00
138836,2017,027,Clay,MEDICARE,4,65 - 74 years,F,114,Ambulatory Surgery,667,172,"1,357","$241,385.43","$1,403.40","$1,492.74","$214,740.76","$1,248.49","$1,273.58","$26,644.67",$154.91,$50.00
139820,2017,033,Cottonwood,MEDICARE,4,65 - 74 years,F,13,Outpatient Other,382,58,156,"$13,519.62",$233.10,$78.99,"$11,135.72",$192.00,$78.78,"$2,383.90",$41.10,$0.00
140540,2017,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,18,Outpatient Other,"3,002",908,194,"$92,029.60",$101.35,$48.29,"$92,029.60",$101.35,$48.29,$0.00,$0.00,$0.00
141308,2017,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,35,Inpatient Non-acute,594,249,353,"$198,142.25",$795.75,$204.79,"$198,142.25",$795.75,$204.79,$0.00,$0.00,$0.00
142268,2017,047,Freeborn,COMMERCIAL,2,19 - 44 years,M,161,Hospital Outpatient,"2,353",564,"1,811","$1,049,752.86","$1,861.26",$303.60,"$924,875.61","$1,639.85",$183.26,"$124,877.25",$221.41,$35.00
143276,2017,051,Grant,MEDICARE,3,45 - 64 years,F,30,Emergency department,202,70,347,"$9,112.70",$130.18,$76.80,"$7,963.25",$113.76,$46.20,"$1,149.45",$16.42,$0.00
143924,2017,055,Houston,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,33,Hospital Inpatient,276,36,270,"$132,934.13","$3,692.61","$1,734.20","$132,934.13","$3,692.61","$1,734.20",$0.00,$0.00,$0.00
144836,2017,059,Isanti,MEDICARE,3,45 - 64 years,F,145,DME (Durable Medical Equipment),"1,545",757,"1,722","$96,205.14",$127.09,$35.54,"$78,447.31",$103.63,$29.78,"$17,757.83",$23.46,$4.99
145652,2017,063,Jackson,MEDICARE,5,75 years and older,F,217,Other,"1,968","1,215","2,587","$249,438.61",$205.30,$58.72,"$233,928.46",$192.53,$58.72,"$15,510.15",$12.77,$0.00
146420,2017,067,Kandiyohi,MEDICARE,5,75 years and older,F,93,Outpatient Other,"5,212",706,"1,074","$325,035.26",$460.39,$21.61,"$261,959.96",$371.05,$21.61,"$63,075.30",$89.34,$0.00
147812,2017,077,Lake of the Woods,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,57,Emergency department,147,71,615,"$19,180.71",$270.15,$264.00,"$19,180.71",$270.15,$264.00,$0.00,$0.00,$0.00
149012,2017,083,Lyon,MEDICARE,4,65 - 74 years,F,39,Inpatient Non-acute,"1,111",213,460,"$552,400.71","$2,593.43",$151.22,"$500,966.35","$2,351.95",$151.22,"$51,434.36",$241.48,$0.00
150140,2017,091,Martin,COMMERCIAL,3,45 - 64 years,M,39,Hospital Inpatient,709,52,455,"$1,683,526.72","$32,375.51","$22,052.43","$1,645,976.88","$31,653.40","$22,052.43","$37,549.84",$722.11,$0.00
137478,2017,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"1,504",Hospital Outpatient,"18,623","6,260","16,192","$1,563,256.33",$249.72,$157.73,"$1,563,256.33",$249.72,$157.73,$0.00,$0.00,$0.00
138294,2017,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,"1,123",Clinic/Office,"24,924","12,650","12,595","$1,219,385.41",$96.39,$76.56,"$1,192,411.25",$94.26,$71.98,"$26,974.16",$2.13,$0.00
139014,2017,029,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,38,DME (Durable Medical Equipment),111,77,433,"$10,856.03",$140.99,$53.35,"$10,856.03",$140.99,$53.35,$0.00,$0.00,$0.00
140118,2017,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,16,Hospital Inpatient Professional Services,331,140,169,"$8,017.09",$57.26,$0.00,"$8,010.89",$57.22,$0.00,$6.20,$0.04,$0.00
140886,2017,039,Dodge,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,30,DME (Durable Medical Equipment),147,102,303,"$23,801.66",$233.35,$51.15,"$23,779.96",$233.14,$51.15,$21.70,$0.21,$0.00
141870,2017,045,Fillmore,COMMERCIAL,2,19 - 44 years,F,82,DME (Durable Medical Equipment),246,208,950,"$46,103.88",$221.65,$99.00,"$40,509.29",$194.76,$59.70,"$5,594.59",$26.90,$7.92
142710,2017,049,Goodhue,COMMERCIAL,4,65 - 74 years,F,53,Other,226,113,636,"$11,342.60",$100.38,$48.00,"$10,381.38",$91.87,$42.90,$961.22,$8.51,$0.00
143550,2017,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"7,410",Ambulance,"241,303","69,309","81,127","$5,529,942.75",$79.79,$42.90,"$5,529,470.15",$79.78,$42.90,$472.60,$0.01,$0.00
144318,2017,057,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,461,Hospital Outpatient,"8,843","2,149","4,906","$747,104.33",$347.65,$142.50,"$743,272.61",$345.87,$139.47,"$3,831.72",$1.78,$0.00
145182,2017,061,Itasca,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,58,Ambulance,"1,339",405,653,"$35,791.84",$88.37,$102.82,"$35,791.84",$88.37,$102.82,$0.00,$0.00,$0.00
146262,2017,067,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,21,Hospital Inpatient Professional Services,327,156,239,"$9,191.00",$58.92,$16.44,"$9,191.00",$58.92,$16.44,$0.00,$0.00,$0.00
147366,2017,073,Lac Qui Parle,MEDICARE,5,75 years and older,F,446,Clinic/Office,"8,245","5,137","5,167","$832,722.40",$162.10,$122.99,"$730,910.03",$142.28,$97.99,"$101,812.37",$19.82,$0.00
148374,2017,079,Le Sueur,MEDICARE,5,75 years and older,M,102,Inpatient Non-acute Professional Services,"1,230",805,"1,054","$79,247.37",$98.44,$81.67,"$73,212.68",$90.95,$76.59,"$6,034.69",$7.50,$0.00
149310,2017,085,McLeod,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,34,Hospice,508,476,245,"$351,331.72",$738.09,$217.28,"$351,331.72",$738.09,$217.28,$0.00,$0.00,$0.00
150558,2017,093,Meeker,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,516,Other,"16,981","10,679","5,789","$1,351,752.91",$126.58,$89.15,"$1,351,752.91",$126.58,$89.15,$0.00,$0.00,$0.00
151494,2017,097,Morrison,MEDICARE,2,19 - 44 years,M,28,Independent Lab,317,83,336,"$4,323.94",$52.10,$25.63,"$4,005.70",$48.26,$25.63,$318.24,$3.83,$0.00
152262,2017,101,Murray,MEDICARE,4,65 - 74 years,M,30,Ambulatory Surgery,179,42,360,"$42,082.93","$1,001.97",$917.64,"$37,697.09",$897.55,$758.32,"$4,385.84",$104.42,$0.00
153078,2017,107,Norman,COMMERCIAL,2,19 - 44 years,M,20,Emergency department,104,43,222,"$29,535.32",$686.87,$690.36,"$17,740.73",$412.58,$383.13,"$11,794.59",$274.29,$129.80
153798,2017,111,Otter Tail,COMMERCIAL,1,18 years and under,F,34,Hospital Inpatient,249,37,258,"$279,757.53","$7,561.01","$2,959.86","$206,095.96","$5,570.16","$1,803.13","$73,661.57","$1,990.85","$1,531.42"
154566,2017,115,Pine,COMMERCIAL,2,19 - 44 years,F,11,Ambulance,315,97,132,"$33,743.20",$347.87,$179.40,"$33,100.76",$341.24,$179.40,$642.44,$6.62,$0.00
155406,2017,119,Polk,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"1,507",Clinic/Office,"24,555","12,713","15,793","$1,154,386.63",$90.80,$59.54,"$1,132,923.85",$89.12,$59.54,"$21,462.78",$1.69,$0.00
156246,2017,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,230,Hospital Inpatient Professional Services,"4,677","2,154","2,521","$172,800.20",$80.22,$29.73,"$172,609.81",$80.13,$29.31,$190.39,$0.09,$0.00
134252,2017,003,Anoka,MEDICARE,5,75 years and older,M,699,Inpatient Non-acute,"16,476","2,694","7,751","$8,318,979.11","$3,087.97",$426.12,"$7,643,001.95","$2,837.05",$367.93,"$675,977.16",$250.92,$0.00
135044,2017,009,Benton,COMMERCIAL,1,18 years and under,F,65,Hospital Inpatient Professional Services,485,349,547,"$127,328.50",$364.84,$215.89,"$113,081.46",$324.02,$197.99,"$14,247.04",$40.82,$0.00
135956,2017,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,364,Emergency department,"3,026",891,"3,938","$323,929.64",$363.56,$230.64,"$322,705.46",$362.18,$227.60,"$1,224.18",$1.37,$0.00
151137,2017,095,Mille Lacs,MEDICARE,4,65 - 74 years,F,88,Ambulatory Surgery,638,127,"1,047","$254,195.28","$2,001.54","$1,628.33","$236,634.55","$1,863.26","$1,358.52","$17,560.73",$138.27,$50.00
152289,2017,101,Murray,MEDICARE,5,75 years and older,F,268,Other,"1,948","1,073","3,162","$194,362.46",$181.14,$76.26,"$165,723.92",$154.45,$73.44,"$28,638.54",$26.69,$0.00
153153,2017,107,Norman,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,186,Other,"4,962","3,532","2,012","$526,766.28",$149.14,$100.64,"$526,766.28",$149.14,$100.64,$0.00,$0.00,$0.00
153993,2017,111,Otter Tail,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,96,Hospital Inpatient,"2,024",144,"1,103","$1,189,208.38","$8,258.39","$4,731.11","$1,185,770.08","$8,234.51","$4,731.11","$3,438.30",$23.88,$0.00
155025,2017,117,Pipestone,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,51,Hospital Inpatient Professional Services,283,190,410,"$17,447.54",$91.83,$75.83,"$17,447.54",$91.83,$75.83,$0.00,$0.00,$0.00
156009,2017,123,Ramsey,COMMERCIAL,1,18 years and under,M,236,Home Health,627,619,"1,498","$208,544.53",$336.91,$149.45,"$205,760.40",$332.41,$124.58,"$2,784.13",$4.50,$0.00
156921,2017,127,Redwood,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,20,Hospital Outpatient,494,113,239,"$19,126.76",$169.26,$19.99,"$19,126.76",$169.26,$19.99,$0.00,$0.00,$0.00
133758,2017,001,Aitkin,MEDICARE,4,65 - 74 years,M,991,Clinic/Office,"13,140","6,140","11,807","$1,155,279.46",$188.16,$142.27,"$1,023,776.62",$166.74,$122.62,"$131,502.84",$21.42,$10.00
134478,2017,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,15,Hospital Inpatient,473,31,169,"$79,667.44","$2,569.92",$192.17,"$79,667.44","$2,569.92",$192.17,$0.00,$0.00,$0.00
157881,2017,133,Rock,COMMERCIAL,3,45 - 64 years,F,95,Independent Lab,264,124,"1,116","$22,846.92",$184.25,$92.85,"$13,846.39",$111.66,$50.00,"$9,000.53",$72.58,$0.00
158817,2017,137,Saint Louis,MEDICARE,2,19 - 44 years,M,137,Independent Lab,"1,491",682,"1,635","$56,694.73",$83.13,$27.50,"$56,661.94",$83.08,$27.50,$32.79,$0.05,$0.00
159537,2017,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,187,Hospital Inpatient Professional Services,"2,797","1,602","1,983","$257,062.32",$160.46,$100.84,"$257,022.02",$160.44,$100.84,$40.30,$0.03,$0.00
160377,2017,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,53,Independent Lab,432,127,590,"$4,845.83",$38.16,$18.04,"$4,827.73",$38.01,$18.04,$18.10,$0.14,$0.00
161193,2017,149,Stevens,MEDICARE,3,45 - 64 years,M,29,Emergency department,217,52,311,"$8,717.14",$167.64,$52.41,"$7,635.54",$146.84,$8.90,"$1,081.60",$20.80,$0.00
162297,2017,157,Wabasha,COMMERCIAL,3,45 - 64 years,M,24,Ambulance,58,27,265,"$115,816.19","$4,289.49","$2,554.20","$103,163.41","$3,820.87","$2,200.00","$12,652.78",$468.62,$0.00
163113,2017,161,Waseca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,29,DME (Durable Medical Equipment),256,112,316,"$83,989.35",$749.90,$220.99,"$83,989.35",$749.90,$220.99,$0.00,$0.00,$0.00
163761,2017,163,Washington,MEDICARE,5,75 years and older,M,996,DME (Durable Medical Equipment),"7,815","4,853","11,515","$469,901.60",$96.83,$44.40,"$395,227.69",$81.44,$36.82,"$74,673.91",$15.39,$3.43
164817,2017,169,Winona,MEDICARE,5,75 years and older,M,85,Hospice,"3,807",245,662,"$807,017.34","$3,293.95","$4,108.12","$807,017.34","$3,293.95","$4,108.12",$0.00,$0.00,$0.00
135246,2017,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,16,Inpatient Non-acute Professional Services,420,290,187,"$99,316.45",$342.47,$99.61,"$99,313.35",$342.46,$99.61,$3.10,$0.01,$0.00
136182,2017,015,Brown,COMMERCIAL,2,19 - 44 years,M,15,Ambulance,37,16,168,"$56,539.33","$3,533.71","$1,750.80","$52,931.34","$3,308.21","$1,397.07","$3,607.99",$225.50,$0.00
136926,2017,019,Carver,COMMERCIAL,1,18 years and under,F,385,Emergency department,"1,585",535,"4,386","$481,285.63",$899.60,$699.50,"$323,112.01",$603.95,$394.43,"$158,173.62",$295.65,$96.47
137646,2017,021,Cass,MEDICARE,2,19 - 44 years,M,14,Hospital Inpatient,270,20,168,"$188,319.16","$9,415.96","$9,425.50","$168,537.26","$8,426.86","$8,109.50","$19,781.90",$989.10,"$1,316.00"
138486,2017,025,Chisago,MEDICARE,5,75 years and older,M,90,Hospice,"7,097",310,706,"$1,190,585.76","$3,840.60","$4,750.93","$1,190,585.76","$3,840.60","$4,750.93",$0.00,$0.00,$0.00
139206,2017,029,Clearwater,MEDICARE,5,75 years and older,F,394,Clinic/Office,"4,775","2,511","4,614","$329,965.83",$131.41,$80.59,"$277,427.33",$110.48,$66.01,"$52,538.50",$20.92,$10.00
140310,2017,037,Dakota,COMMERCIAL,2,19 - 44 years,F,"3,068",Emergency department,"14,475","4,953","34,565","$4,686,963.89",$946.29,$868.56,"$3,455,048.78",$697.57,$582.11,"$1,231,915.11",$248.72,$50.00
141198,2017,041,Douglas,COMMERCIAL,5,75 years and older,F,12,Clinic/Office,230,103,141,"$17,080.55",$165.83,$50.25,"$14,451.36",$140.30,$33.15,"$2,629.19",$25.53,$0.00
140308,2017,037,Dakota,COMMERCIAL,2,19 - 44 years,F,"23,115",Clinic/Office,"391,953","169,004","254,626","$39,705,971.14",$234.94,$147.20,"$31,206,588.54",$184.65,$104.34,"$8,499,382.60",$50.29,$10.00
141028,2017,039,Dodge,MEDICARE,3,45 - 64 years,M,15,Independent Lab,84,31,177,"$1,178.97",$38.03,$18.46,"$1,164.30",$37.56,$18.46,$14.67,$0.47,$0.00
141844,2017,043,Faribault,MEDICARE,5,75 years and older,M,20,Outpatient Other,"2,454",399,230,"$111,581.04",$279.65,$48.41,"$92,447.45",$231.70,$48.41,"$19,133.59",$47.95,$0.00
142684,2017,049,Goodhue,COMMERCIAL,3,45 - 64 years,M,18,Ambulatory Surgery,97,21,216,"$89,196.31","$4,247.44","$1,969.46","$78,857.88","$3,755.14","$1,969.46","$10,338.43",$492.31,$0.00
143548,2017,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,182,Outpatient Other,"4,111","2,746","1,938","$331,275.27",$120.64,$100.08,"$331,050.27",$120.56,$100.08,$225.00,$0.08,$0.00
144268,2017,057,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,15,Ambulatory Surgery,32,15,164,"$15,557.01","$1,037.13",$303.79,"$15,557.01","$1,037.13",$303.79,$0.00,$0.00,$0.00
145084,2017,061,Itasca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,23,Inpatient Non-acute,161,111,244,"$334,644.07","$3,014.81","$2,427.33","$334,644.07","$3,014.81","$2,427.33",$0.00,$0.00,$0.00
145900,2017,065,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,25,Hospital Outpatient,621,122,282,"$11,963.82",$98.06,$0.00,"$11,960.72",$98.04,$0.00,$3.10,$0.03,$0.00
146860,2017,071,Koochiching,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,84,Independent Lab,148,117,972,"$3,036.15",$25.95,$8.75,"$3,036.15",$25.95,$8.75,$0.00,$0.00,$0.00
148036,2017,079,Le Sueur,COMMERCIAL,2,19 - 44 years,F,69,Hospital Inpatient,628,70,782,"$727,190.23","$10,388.43","$7,960.00","$644,305.86","$9,204.37","$6,359.40","$82,884.37","$1,184.06",$449.85
148924,2017,083,Lyon,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,11,Inpatient Non-acute,129,42,132,"$32,174.43",$766.06,$17.25,"$32,174.43",$766.06,$17.25,$0.00,$0.00,$0.00
149740,2017,087,Mahnomen,MEDICARE,5,75 years and older,M,26,DME (Durable Medical Equipment),258,158,297,"$9,933.29",$62.87,$62.86,"$8,965.77",$56.75,$36.00,$967.52,$6.12,$0.00
150748,2017,093,Meeker,MEDICARE,4,65 - 74 years,F,139,DME (Durable Medical Equipment),"1,247",728,"1,654","$117,151.28",$160.92,$51.85,"$107,633.54",$147.85,$45.25,"$9,517.74",$13.07,$0.57
151492,2017,097,Morrison,MEDICARE,2,19 - 44 years,M,12,Hospital Inpatient Professional Services,211,87,144,"$21,823.66",$250.85,$167.02,"$18,117.91",$208.25,$133.07,"$3,705.75",$42.59,$32.84
152452,2017,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,32,Ambulatory Surgery,169,37,362,"$59,083.84","$1,596.86","$1,524.24","$59,083.84","$1,596.86","$1,524.24",$0.00,$0.00,$0.00
153388,2017,109,Olmsted,COMMERCIAL,1,18 years and under,M,"1,993",Hospital Outpatient,"18,480","4,341","23,163","$9,618,464.45","$2,215.73",$502.26,"$8,605,686.33","$1,982.42",$398.00,"$1,012,778.12",$233.31,$29.10
154132,2017,111,Otter Tail,MEDICARE,3,45 - 64 years,M,15,Outpatient Other,"5,636",336,167,"$313,342.73",$932.57,$68.37,"$252,123.26",$750.37,$68.37,"$61,219.47",$182.20,$0.00
155020,2017,117,Pipestone,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,24,Ambulance,134,120,270,"$10,417.39",$86.81,$23.10,"$10,417.39",$86.81,$23.10,$0.00,$0.00,$0.00
155932,2017,121,Pope,MEDICARE,4,65 - 74 years,F,66,Hospital Inpatient,"1,388",120,764,"$1,342,717.63","$11,189.31","$10,591.04","$1,256,795.10","$10,473.29","$9,522.38","$85,922.53",$716.02,"$1,316.00"
133724,2017,001,Aitkin,MEDICARE,3,45 - 64 years,F,115,Other,965,499,"1,320","$82,244.34",$164.82,$73.49,"$69,604.31",$139.49,$64.70,"$12,640.03",$25.33,$0.82
134420,2017,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"1,521",Hospital Outpatient,"45,657","11,083","16,233","$3,399,892.85",$306.77,$132.77,"$3,379,525.94",$304.93,$132.72,"$20,366.91",$1.84,$0.00
135212,2017,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,198,Hospital Inpatient,"1,745",256,"2,078","$1,293,600.10","$5,053.13","$3,382.12","$1,289,041.85","$5,035.32","$3,382.12","$4,558.25",$17.81,$0.00
136076,2017,013,Blue Earth,MEDICARE,3,45 - 64 years,M,14,Hospice,810,87,127,"$152,701.81","$1,755.19",$0.00,"$152,701.81","$1,755.19",$0.00,$0.00,$0.00,$0.00
136868,2017,017,Carlton,MEDICARE,4,65 - 74 years,F,212,Hospital Inpatient Professional Services,"4,019","1,395","2,467","$472,006.82",$338.36,$137.89,"$429,800.62",$308.10,$123.70,"$42,206.20",$30.26,$0.00
137732,2017,021,Cass,MEDICARE,5,75 years and older,M,133,Ambulatory Surgery,624,182,"1,575","$264,320.85","$1,452.31",$970.50,"$243,494.99","$1,337.88",$887.73,"$20,825.86",$114.43,$41.96
