row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,principal_diagnosis_code,diagnosis_description,diagnosis_version,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
6678705,2019,061,Itasca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,50,R11,Nausea and vomiting,0,356,578,"$20,520.95",$410.41,$157.07,"$20,520.95",$410.41,$157.07,$0.00,$0.00,$0.00
6680985,2019,061,Itasca,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,27,R20,Disturbances of skin sensation,0,128,320,"$5,022.29",$186.01,$140.70,"$5,004.29",$185.34,$137.70,$18.00,$0.66,$0.00
6684873,2019,061,Itasca,MEDICARE,3,45 - 64 years,M,28,F20,Schizophrenia,0,648,336,"$56,720.16","$2,025.72",$376.04,"$45,477.52","$1,624.19",$246.02,"$11,242.64",$401.52,$128.22
6686361,2019,061,Itasca,MEDICARE,4,65 - 74 years,M,13,C79,Secondary malignant neoplasm of other and unspecified sites,0,243,139,"$63,024.63","$4,848.04",$835.70,"$62,388.03","$4,799.07",$698.13,$636.60,$48.96,$8.49
6687705,2019,061,Itasca,MEDICARE,5,75 years and older,F,22,R04,Hemorrhage from respiratory passages,0,137,263,"$9,901.15",$450.05,$193.86,"$9,011.12",$409.59,$153.93,$890.03,$40.45,$0.00
6691137,2019,063,Jackson,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,13,R73,Elevated blood glucose level,0,45,151,"$2,032.86",$156.37,$41.53,"$1,976.66",$152.05,$41.53,$56.20,$4.32,$0.00
6698193,2019,065,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,18,Z11,Encounter for screening for infec/parastc diseases,0,71,198,"$2,186.54",$121.47,$106.85,"$2,186.54",$121.47,$106.85,$0.00,$0.00,$0.00
6703329,2019,065,Kanabec,MEDICARE,4,65 - 74 years,M,14,I73,Other peripheral vascular diseases,0,78,168,"$13,366.39",$954.74,$334.62,"$8,545.21",$610.37,$254.67,"$4,821.18",$344.37,$27.34
6705681,2019,067,Kandiyohi,COMMERCIAL,1,18 years and under,M,22,R21,Rash and other nonspecific skin eruption,0,73,263,"$8,199.28",$372.69,$119.22,"$5,829.38",$264.97,$2.93,"$2,369.90",$107.72,$81.91
6709545,2019,067,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,20,R42,Dizziness and giddiness,0,105,238,"$3,849.76",$192.48,$108.93,"$3,849.76",$192.48,$108.93,$0.00,$0.00,$0.00
6711513,2019,067,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,34,K52,Other and unsp noninfective gastroenteritis and colitis,0,208,369,"$23,331.94",$686.23,$103.99,"$23,259.54",$684.10,$103.99,$72.40,$2.12,$0.00
6713313,2019,067,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,12,F70,Mild intellectual disabilities,0,"3,783",144,"$588,541.71","$49,045.14","$50,891.32","$588,541.71","$49,045.14","$50,891.32",$0.00,$0.00,$0.00
6717033,2019,067,Kandiyohi,MEDICARE,4,65 - 74 years,F,48,R79,Other abnormal findings of blood chemistry,0,211,575,"$4,950.85",$103.14,$37.21,"$4,454.92",$92.81,$32.49,$495.93,$10.33,$0.00
6718377,2019,067,Kandiyohi,MEDICARE,5,75 years and older,F,27,L97,"Non-pressure chronic ulcer of lower limb, NEC",0,114,308,"$12,978.33",$480.67,$127.12,"$10,557.45",$391.01,$105.93,"$2,420.88",$89.66,$21.46
6723105,2019,069,Kittson,MEDICARE,4,65 - 74 years,F,12,I25,Chronic ischemic heart disease,0,96,144,"$30,286.00","$2,523.83",$164.89,"$26,060.70","$2,171.72",$140.10,"$4,225.30",$352.10,$65.65
6726849,2019,071,Koochiching,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,98,J02,Acute pharyngitis,0,291,"1,124","$26,337.41",$268.74,$281.27,"$26,337.41",$268.74,$281.27,$0.00,$0.00,$0.00
6731985,2019,071,Koochiching,MEDICARE,4,65 - 74 years,M,27,R60,"Edema, not elsewhere classified",0,165,310,"$11,209.36",$415.16,$307.64,"$9,251.91",$342.66,$240.64,"$1,957.45",$72.49,$37.49
6735561,2019,073,Lac Qui Parle,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,17,O09,Supervision of high risk pregnancy,0,280,179,"$19,813.35","$1,165.49",$965.26,"$19,773.15","$1,163.12",$956.26,$40.20,$2.36,$0.00
7011039,2019,123,Ramsey,MEDICARE,5,75 years and older,M,25,J41,Simple and mucopurulent chronic bronchitis,0,59,274,"$2,502.97",$100.11,$107.85,"$2,269.00",$90.76,$85.11,$233.97,$9.35,$4.50
7016943,2019,127,Redwood,COMMERCIAL,2,19 - 44 years,F,86,Z12,Encounter for screening for malignant neoplasms,0,190,"1,003","$19,690.25",$228.95,$244.22,"$18,483.71",$214.92,$241.62,"$1,206.54",$14.02,$0.00
7022943,2019,127,Redwood,MEDICARE,3,45 - 64 years,M,12,Z51,Encounter for other aftercare and medical care,0,103,139,"$10,602.43",$883.53,$206.21,"$7,241.19",$603.43,$179.03,"$3,361.24",$280.10,$42.89
7025391,2019,127,Redwood,MEDICARE,5,75 years and older,M,146,Z01,"Encntr for oth sp exam w/o complaint, suspected or reprtd dx",0,511,"1,715","$33,127.51",$226.90,$124.97,"$27,270.84",$186.78,$106.00,"$5,856.67",$40.11,$20.00
7032495,2019,129,Renville,MEDICARE,4,65 - 74 years,F,12,E83,Disorders of mineral metabolism,0,162,144,"$8,660.11",$721.67,$112.99,"$6,757.50",$563.12,$99.81,"$1,902.61",$158.55,$17.30
7035231,2019,131,Rice,COMMERCIAL,1,18 years and under,F,26,R51,Headache,0,85,307,"$16,605.47",$638.67,$349.08,"$11,740.30",$451.55,$145.68,"$4,865.17",$187.12,$50.72
7037439,2019,131,Rice,COMMERCIAL,3,45 - 64 years,F,15,K64,Hemorrhoids and perianal venous thrombosis,0,50,178,"$19,163.74","$1,277.58",$691.74,"$13,974.84",$931.65,$215.30,"$5,188.90",$345.92,$31.00
7040415,2019,131,Rice,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,15,F70,Mild intellectual disabilities,0,"4,735",180,"$495,669.14","$33,044.60","$26,350.07","$495,669.14","$33,044.60","$26,350.07",$0.00,$0.00,$0.00
7041903,2019,131,Rice,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,55,E11,Type 2 diabetes mellitus,0,973,587,"$60,426.89","$1,098.67",$216.05,"$59,963.79","$1,090.25",$215.31,$463.10,$8.42,$3.00
7045695,2019,131,Rice,MEDICARE,2,19 - 44 years,M,11,M99,"Biomechanical lesions, not elsewhere classified",0,86,132,"$2,040.23",$185.47,$110.51,"$1,187.74",$107.97,$42.46,$852.49,$77.49,$59.93
7048335,2019,131,Rice,MEDICARE,4,65 - 74 years,M,14,H60,Otitis externa,0,24,168,"$1,533.96",$109.56,$74.82,"$1,197.58",$85.54,$59.57,$336.38,$24.02,$14.83
7049607,2019,131,Rice,MEDICARE,5,75 years and older,F,53,S32,Fracture of lumbar spine and pelvis,0,"1,468",621,"$366,816.92","$6,921.07","$1,270.64","$319,365.04","$6,025.75","$1,048.40","$47,451.88",$895.31,$120.00
7053303,2019,133,Rock,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,21,Z39,Encounter for maternal postpartum care and examination,0,44,207,"$5,410.10",$257.62,$256.14,"$5,406.90",$257.47,$256.14,$3.20,$0.15,$0.00
7057575,2019,133,Rock,MEDICARE,5,75 years and older,M,12,I70,Atherosclerosis,0,123,142,"$25,585.16","$2,132.09",$344.12,"$22,333.79","$1,861.14",$274.17,"$3,251.37",$270.94,$69.29
7061823,2019,135,Roseau,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,36,Z32,Encntr for preg test and chldbrth and childcare instruction,0,94,382,"$5,780.08",$160.55,$82.94,"$5,724.88",$159.02,$76.35,$55.20,$1.53,$0.00
7067007,2019,137,Saint Louis,COMMERCIAL,1,18 years and under,F,29,J03,Acute tonsillitis,0,79,345,"$11,551.92",$398.34,$141.84,"$8,700.22",$300.00,$65.11,"$2,851.70",$98.33,$25.54
7068783,2019,137,Saint Louis,COMMERCIAL,2,19 - 44 years,F,"1,093",Z00,"Encntr for general exam w/o complaint, susp or reprtd dx",0,"4,737","12,508","$380,438.03",$348.06,$292.66,"$357,031.53",$326.65,$285.83,"$23,406.50",$21.41,$0.00
7070247,2019,137,Saint Louis,COMMERCIAL,3,45 - 64 years,F,11,N90,Other noninflammatory disorders of vulva and perineum,0,30,127,"$3,405.62",$309.60,$191.70,"$1,773.59",$161.23,$152.20,"$1,632.03",$148.36,$81.42
7072431,2019,137,Saint Louis,COMMERCIAL,5,75 years and older,F,57,I10,Essential (primary) hypertension,0,266,663,"$9,529.28",$167.18,$74.13,"$9,163.89",$160.77,$71.40,$365.39,$6.41,$0.00
7074231,2019,137,Saint Louis,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,78,H61,Other disorders of external ear,0,208,899,"$13,816.67",$177.13,$137.85,"$13,816.67",$177.13,$137.85,$0.00,$0.00,$0.00
7075359,2019,137,Saint Louis,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,16,L21,Seborrheic dermatitis,0,59,175,"$2,449.94",$153.12,$138.55,"$2,365.74",$147.85,$124.23,$84.20,$5.26,$0.00
7076487,2019,137,Saint Louis,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,21,M48,Other spondylopathies,0,90,239,"$11,954.89",$569.28,$276.59,"$11,881.25",$565.77,$276.59,$73.64,$3.50,$0.00
7077639,2019,137,Saint Louis,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,11,R27,Other lack of coordination,0,45,130,"$3,130.63",$284.60,$90.87,"$3,105.63",$282.33,$90.87,$25.00,$2.27,$0.00
7078719,2019,137,Saint Louis,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,15,S86,"Injury of muscle, fascia and tendon at lower leg level",0,120,173,"$9,970.77",$664.71,$173.53,"$9,889.77",$659.31,$157.84,$81.00,$5.40,$0.00
6335692,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,90,I10,Essential (primary) hypertension,0,369,"1,018","$35,488.49",$394.31,$289.42,"$35,278.69",$391.98,$289.42,$209.80,$2.33,$0.00
6337396,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,63,J06,Acute upper resp infections of multiple and unsp sites,0,139,737,"$16,373.77",$259.90,$160.19,"$16,283.90",$258.47,$159.39,$89.87,$1.42,$0.00
6341476,2019,007,Beltrami,MEDICARE,3,45 - 64 years,F,14,M20,Acquired deformities of fingers and toes,0,84,168,"$11,219.90",$801.42,$154.65,"$7,499.19",$535.65,$125.61,"$3,720.71",$265.76,$34.02
6343252,2019,007,Beltrami,MEDICARE,4,65 - 74 years,F,142,Z79,Long term (current) drug therapy,0,"2,767","1,678","$50,559.22",$356.05,$142.02,"$42,686.85",$300.61,$130.30,"$7,872.37",$55.43,$0.00
6344548,2019,007,Beltrami,MEDICARE,5,75 years and older,F,23,M21,Other acquired deformities of limbs,0,62,276,"$4,413.88",$191.90,$165.06,"$3,334.41",$144.97,$101.72,"$1,079.47",$46.93,$33.44
6346276,2019,009,Benton,COMMERCIAL,1,18 years and under,M,29,J21,Acute bronchiolitis,0,92,318,"$30,044.28","$1,036.00",$281.93,"$23,357.25",$805.42,$152.67,"$6,687.03",$230.58,$109.00
6348364,2019,009,Benton,COMMERCIAL,3,45 - 64 years,F,16,N83,"Noninflammatory disord of ovary, fallop and broad ligament",0,70,192,"$22,369.49","$1,398.09",$431.96,"$20,453.60","$1,278.35",$209.71,"$1,915.89",$119.74,$0.00
6351892,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,13,Z31,Encounter for procreative management,0,24,137,"$1,724.48",$132.65,$33.61,"$1,696.48",$130.49,$33.61,$28.00,$2.15,$0.00
6356788,2019,009,Benton,MEDICARE,4,65 - 74 years,M,127,G47,Sleep disorders,0,"1,435","1,513","$76,510.98",$602.44,$428.45,"$60,609.07",$477.23,$344.52,"$15,901.91",$125.21,$86.08
6360076,2019,011,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,17,F80,Specific developmental disorders of speech and language,0,497,198,"$31,880.04","$1,875.29",$574.63,"$31,880.04","$1,875.29",$574.63,$0.00,$0.00,$0.00
6366124,2019,013,Blue Earth,COMMERCIAL,2,19 - 44 years,M,25,R00,Abnormalities of heart beat,0,56,297,"$7,745.65",$309.82,$173.47,"$4,117.62",$164.70,$120.30,"$3,628.03",$145.12,$56.05
6369340,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,29,Z20,Contact w and (suspected) exposure to communicable diseases,0,72,326,"$7,177.65",$247.50,$33.06,"$7,177.65",$247.50,$33.06,$0.00,$0.00,$0.00
6370996,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,114,Z11,Encounter for screening for infec/parastc diseases,0,609,"1,220","$17,269.48",$151.48,$129.66,"$17,195.75",$150.83,$128.16,$73.73,$0.64,$0.00
6374068,2019,013,Blue Earth,MEDICARE,2,19 - 44 years,F,12,R22,"Localized swelling, mass and lump of skin, subcu",0,23,144,"$1,087.82",$90.65,$67.21,$675.36,$56.28,$53.75,$412.46,$34.37,$13.87
6375988,2019,013,Blue Earth,MEDICARE,3,45 - 64 years,M,25,R42,Dizziness and giddiness,0,154,300,"$15,090.36",$603.61,$141.61,"$11,817.48",$472.69,$119.90,"$3,272.88",$130.91,$26.42
6377548,2019,013,Blue Earth,MEDICARE,4,65 - 74 years,M,14,N50,Other and unspecified disorders of male genital organs,0,42,168,"$2,601.74",$185.83,$121.48,"$1,831.87",$130.84,$98.29,$769.87,$54.99,$18.46
6379084,2019,013,Blue Earth,MEDICARE,5,75 years and older,M,75,M62,Other disorders of muscle,0,"1,231",854,"$83,876.63","$1,118.35",$647.55,"$71,199.71",$949.32,$518.18,"$12,676.92",$169.02,$75.66
6382204,2019,015,Brown,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,28,J10,Influenza due to other identified influenza virus,0,116,325,"$5,679.01",$202.82,$155.94,"$5,679.01",$202.82,$155.94,$0.00,$0.00,$0.00
6387556,2019,015,Brown,MEDICARE,4,65 - 74 years,F,101,G47,Sleep disorders,0,957,"1,208","$76,626.14",$758.67,$535.19,"$55,681.50",$551.30,$401.47,"$20,944.64",$207.37,$125.67
6390172,2019,015,Brown,MEDICARE,5,75 years and older,M,69,Z48,Encounter for other postprocedural aftercare,0,296,824,"$52,625.14",$762.68,$214.49,"$48,254.59",$699.34,$182.69,"$4,370.55",$63.34,$10.09
6394516,2019,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,74,R05,Cough,0,174,796,"$10,409.28",$140.66,$82.16,"$10,409.28",$140.66,$82.16,$0.00,$0.00,$0.00
6397444,2019,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,31,F43,"Reaction to severe stress, and adjustment disorders",0,834,356,"$168,630.86","$5,439.70","$1,277.96","$168,598.86","$5,438.67","$1,277.96",$32.00,$1.03,$0.00
6401020,2019,017,Carlton,MEDICARE,4,65 - 74 years,F,11,H18,Other disorders of cornea,0,51,132,"$2,351.85",$213.80,$169.46,"$1,986.11",$180.55,$125.55,$365.74,$33.24,$40.00
6402604,2019,017,Carlton,MEDICARE,5,75 years and older,F,37,J06,Acute upper resp infections of multiple and unsp sites,0,137,442,"$7,927.63",$214.26,$107.56,"$6,806.23",$183.95,$89.00,"$1,121.40",$30.30,$12.60
7081935,2019,137,Saint Louis,MEDICARE,2,19 - 44 years,M,12,L89,Pressure ulcer,0,226,144,"$17,297.80","$1,441.48",$656.31,"$14,084.59","$1,173.71",$515.11,"$3,213.21",$267.76,$130.88
7083519,2019,137,Saint Louis,MEDICARE,3,45 - 64 years,M,15,G60,Hereditary and idiopathic neuropathy,0,73,180,"$6,448.99",$429.93,$225.55,"$5,464.08",$364.27,$186.59,$984.91,$65.66,$15.00
7084839,2019,137,Saint Louis,MEDICARE,4,65 - 74 years,F,78,L90,Atrophic disorders of skin,0,330,931,"$29,712.04",$380.92,$169.06,"$27,298.44",$349.98,$133.94,"$2,413.60",$30.94,$14.72
7085727,2019,137,Saint Louis,MEDICARE,4,65 - 74 years,M,82,I87,Other disorders of veins,0,742,983,"$159,577.41","$1,946.06",$192.93,"$143,528.10","$1,750.34",$177.89,"$16,049.31",$195.72,$24.24
7086735,2019,137,Saint Louis,MEDICARE,5,75 years and older,F,32,I61,Nontraumatic intracerebral hemorrhage,0,698,313,"$298,618.51","$9,331.82",$888.97,"$280,971.77","$8,780.36",$888.97,"$17,646.74",$551.46,$19.63
7087863,2019,137,Saint Louis,MEDICARE,5,75 years and older,M,93,K52,Other and unsp noninfective gastroenteritis and colitis,0,"1,225","1,077","$131,921.62","$1,418.51",$448.38,"$118,361.91","$1,272.70",$342.95,"$13,559.71",$145.80,$43.42
7088775,2019,139,Scott,COMMERCIAL,1,18 years and under,F,88,N92,"Excessive, frequent and irregular menstruation",0,427,"1,026","$42,723.74",$485.49,$244.19,"$31,834.16",$361.75,$169.69,"$10,889.58",$123.74,$36.98
7090215,2019,139,Scott,COMMERCIAL,2,19 - 44 years,F,24,K12,Stomatitis and related lesions,0,52,271,"$6,214.82",$258.95,$155.97,"$3,995.04",$166.46,$56.63,"$2,219.78",$92.49,$27.17
7091391,2019,139,Scott,COMMERCIAL,2,19 - 44 years,M,78,R50,Fever of other and unknown origin,0,438,891,"$45,486.98",$583.16,$193.47,"$27,564.88",$353.39,$38.49,"$17,922.10",$229.77,$47.51
7092591,2019,139,Scott,COMMERCIAL,3,45 - 64 years,M,65,D23,Other benign neoplasms of skin,0,121,758,"$20,630.87",$317.39,$161.57,"$10,771.81",$165.72,$86.24,"$9,859.06",$151.67,$40.00
7094559,2019,139,Scott,COMMERCIAL,5,75 years and older,F,14,R91,Abnormal findings on diagnostic imaging of lung,0,49,158,"$6,432.13",$459.43,$11.39,"$6,422.13",$458.72,$11.39,$10.00,$0.71,$0.00
7096623,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,115,E66,Overweight and obesity,0,519,"1,308","$82,440.39",$716.87,$110.78,"$81,430.69",$708.09,$105.63,"$1,009.70",$8.78,$0.00
7098567,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,16,J34,Other and unspecified disorders of nose and nasal sinuses,0,36,191,"$4,980.06",$311.25,$111.68,"$4,802.06",$300.12,$94.62,$178.00,$11.12,$0.00
7102359,2019,139,Scott,MEDICARE,3,45 - 64 years,F,11,I35,Nonrheumatic aortic valve disorders,0,38,132,"$4,756.92",$432.44,$118.98,"$4,133.02",$375.72,$94.80,$623.90,$56.71,$15.55
7104111,2019,139,Scott,MEDICARE,4,65 - 74 years,F,63,L60,Nail disorders,0,171,753,"$10,037.31",$159.32,$121.04,"$8,265.34",$131.19,$91.04,"$1,771.97",$28.12,$22.28
7105383,2019,139,Scott,MEDICARE,4,65 - 74 years,M,11,Z80,Family history of primary malignant neoplasm,0,21,132,"$1,220.89",$110.99,$74.71,$929.26,$84.47,$54.39,$291.63,$26.51,$20.00
7106559,2019,139,Scott,MEDICARE,5,75 years and older,M,71,H04,Disorders of lacrimal system,0,168,847,"$39,031.44",$549.73,$126.06,"$30,702.60",$432.43,$100.44,"$8,328.84",$117.30,$25.62
7108023,2019,141,Sherburne,COMMERCIAL,1,18 years and under,M,11,H72,Perforation of tympanic membrane,0,38,132,"$16,765.97","$1,524.17",$205.15,"$15,095.89","$1,372.35",$189.70,"$1,670.08",$151.82,$0.00
7109439,2019,141,Sherburne,COMMERCIAL,2,19 - 44 years,M,37,B35,Dermatophytosis,0,82,428,"$9,482.88",$256.29,$182.67,"$5,309.98",$143.51,$15.61,"$4,172.90",$112.78,$60.00
7111047,2019,141,Sherburne,COMMERCIAL,3,45 - 64 years,F,16,Z76,Persons encountering health services in other circumstances,0,26,192,"$3,664.82",$229.05,$250.42,"$3,291.76",$205.73,$226.23,$373.06,$23.31,$0.00
7113663,2019,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,20,L73,Other follicular disorders,0,48,232,"$3,848.89",$192.44,$58.33,"$3,848.89",$192.44,$58.33,$0.00,$0.00,$0.00
7115271,2019,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,K81,Cholecystitis,0,80,133,"$17,763.72","$1,480.31",$448.53,"$17,757.52","$1,479.79",$448.53,$6.20,$0.51,$0.00
7116999,2019,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,15,L02,"Cutaneous abscess, furuncle and carbuncle",0,479,172,"$101,517.87","$6,767.85",$102.76,"$101,471.27","$6,764.75",$102.76,$46.60,$3.10,$0.00
7119543,2019,141,Sherburne,MEDICARE,2,19 - 44 years,F,20,N39,Other disorders of urinary system,0,195,240,"$14,525.87",$726.29,$104.35,"$11,935.59",$596.77,$88.62,"$2,590.28",$129.51,$53.14
6404428,2019,019,Carver,COMMERCIAL,1,18 years and under,F,101,Z11,Encounter for screening for infec/parastc diseases,0,346,"1,165","$23,282.28",$230.51,$155.49,"$22,023.94",$218.05,$155.49,"$1,258.34",$12.45,$0.00
6406108,2019,019,Carver,COMMERCIAL,2,19 - 44 years,M,55,F98,Oth behav/emotn disord w onset usly occur in chldhd and adol,0,133,638,"$17,682.83",$321.50,$258.60,"$11,664.82",$212.08,$178.90,"$6,018.01",$109.41,$40.00
6407356,2019,019,Carver,COMMERCIAL,3,45 - 64 years,F,40,R60,"Edema, not elsewhere classified",0,131,454,"$14,038.64",$350.96,$271.44,"$10,388.06",$259.70,$175.08,"$3,650.58",$91.26,$17.10
6409852,2019,019,Carver,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,17,N93,Other abnormal uterine and vaginal bleeding,0,100,189,"$4,128.13",$242.83,$97.70,"$4,128.13",$242.83,$97.70,$0.00,$0.00,$0.00
6411940,2019,019,Carver,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,12,L72,Follicular cysts of skin and subcutaneous tissue,0,30,130,"$2,057.77",$171.48,$65.48,"$2,020.77",$168.39,$65.48,$37.00,$3.08,$0.00
6415780,2019,019,Carver,MEDICARE,3,45 - 64 years,F,11,K29,Gastritis and duodenitis,0,23,132,"$2,007.26",$182.47,$138.02,"$1,635.55",$148.68,$110.19,$371.71,$33.79,$27.83
6418060,2019,019,Carver,MEDICARE,4,65 - 74 years,M,34,J90,"Pleural effusion, not elsewhere classified",0,123,373,"$8,626.70",$253.72,$70.61,"$7,425.59",$218.39,$70.61,"$1,201.11",$35.32,$9.55
6419236,2019,019,Carver,MEDICARE,5,75 years and older,F,63,S72,Fracture of femur,0,"2,454",719,"$1,093,553.72","$17,357.99","$16,025.77","$1,007,187.12","$15,987.09","$14,233.53","$86,366.60","$1,370.89",$640.12
6421804,2019,021,Cass,COMMERCIAL,3,45 - 64 years,F,43,M19,Other and unspecified osteoarthritis,0,197,503,"$70,208.07","$1,632.74",$200.56,"$61,922.64","$1,440.06",$14.97,"$8,285.43",$192.68,$27.56
6425332,2019,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,26,Z09,Encntr for f/u exam aft trtmt for cond oth than malig neoplm,0,45,280,"$4,419.09",$169.96,$100.63,"$4,404.09",$169.38,$100.63,$15.00,$0.57,$0.00
6429580,2019,021,Cass,MEDICARE,3,45 - 64 years,M,16,E03,Other hypothyroidism,0,94,187,"$2,242.04",$140.12,$72.92,"$2,063.79",$128.98,$68.56,$178.25,$11.14,$0.00
6431788,2019,021,Cass,MEDICARE,5,75 years and older,F,38,F41,Other anxiety disorders,0,189,456,"$15,723.39",$413.77,$217.18,"$11,647.83",$306.52,$175.55,"$4,075.56",$107.25,$15.53
6433036,2019,021,Cass,MEDICARE,5,75 years and older,M,14,T14,Injury of unspecified body region,0,44,168,"$2,716.87",$194.06,$181.98,"$2,284.46",$163.17,$163.67,$432.41,$30.88,$30.43
6440692,2019,023,Chippewa,MEDICARE,5,75 years and older,F,39,Z47,Orthopedic aftercare,0,398,449,"$103,241.68","$2,647.22",$347.37,"$88,886.43","$2,279.13",$248.75,"$14,355.25",$368.08,$107.20
6442948,2019,025,Chisago,COMMERCIAL,2,19 - 44 years,F,26,O48,Late pregnancy,0,178,303,"$217,898.69","$8,380.71","$7,914.55","$195,665.60","$7,525.60","$7,719.58","$22,233.09",$855.11,$75.00
6444340,2019,025,Chisago,COMMERCIAL,3,45 - 64 years,F,45,M06,Other rheumatoid arthritis,0,657,522,"$196,031.96","$4,356.26",$454.57,"$173,909.81","$3,864.66",$378.16,"$22,122.15",$491.60,$40.00
6447028,2019,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,69,H10,Conjunctivitis,0,111,786,"$7,235.77",$104.86,$78.09,"$7,235.77",$104.86,$78.09,$0.00,$0.00,$0.00
6449716,2019,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,22,D50,Iron deficiency anemia,0,215,257,"$26,051.29","$1,184.14",$65.17,"$26,011.29","$1,182.33",$63.67,$40.00,$1.81,$0.00
6453148,2019,025,Chisago,MEDICARE,3,45 - 64 years,F,53,M47,Spondylosis,0,410,632,"$56,557.49","$1,067.12",$568.86,"$44,816.06",$845.58,$412.80,"$11,741.43",$221.53,$115.63
6454804,2019,025,Chisago,MEDICARE,4,65 - 74 years,F,25,S00,Superficial injury of head,0,95,289,"$11,194.78",$447.79,$76.91,"$9,080.61",$363.22,$72.65,"$2,114.17",$84.56,$12.60
6456172,2019,025,Chisago,MEDICARE,5,75 years and older,F,13,K86,Other diseases of pancreas,0,81,144,"$8,659.84",$666.14,$150.73,"$7,794.06",$599.54,$120.55,$865.78,$66.59,$30.18
6457564,2019,027,Clay,COMMERCIAL,1,18 years and under,F,112,M99,"Biomechanical lesions, not elsewhere classified",0,637,"1,280","$26,055.84",$232.64,$137.63,"$9,929.62",$88.65,$22.71,"$16,126.22",$143.98,$69.38
6461908,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,48,B37,Candidiasis,0,104,492,"$6,334.03",$131.95,$128.86,"$6,334.03",$131.95,$128.86,$0.00,$0.00,$0.00
6463492,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,17,G93,Other disorders of brain,0,78,159,"$9,657.95",$568.11,$145.77,"$9,654.75",$567.92,$145.77,$3.20,$0.18,$0.00
6734250,2019,073,Lac Qui Parle,COMMERCIAL,3,45 - 64 years,F,18,R10,Abdominal and pelvic pain,0,104,210,"$35,078.33","$1,948.79","$1,645.89","$17,606.13",$978.11,$55.81,"$17,472.20",$970.67,$932.08
6739938,2019,075,Lake,COMMERCIAL,1,18 years and under,M,16,H66,Suppurative and unspecified otitis media,0,38,179,"$7,848.07",$490.50,$126.32,"$3,313.57",$207.09,$89.55,"$4,534.50",$283.40,$109.43
6746106,2019,075,Lake,MEDICARE,4,65 - 74 years,M,14,D69,Purpura and other hemorrhagic conditions,0,91,168,"$3,306.73",$236.19,$158.96,"$3,038.78",$217.05,$158.96,$267.95,$19.13,$0.00
